Territorio,Año,Fuente_Renta,Fuente_Renta_Code,Porcentaje
Canarias,2015,Sueldos y salarios,SUELDOS_SALARIOS,62.2
Canarias,2016,Sueldos y salarios,SUELDOS_SALARIOS,62.7
Canarias,2017,Sueldos y salarios,SUELDOS_SALARIOS,62.7
Canarias,2018,Sueldos y salarios,SUELDOS_SALARIOS,62.7
Canarias,2019,Sueldos y salarios,SUELDOS_SALARIOS,62.5
Canarias,2020,Sueldos y salarios,SUELDOS_SALARIOS,56.6
Canarias,2021,Sueldos y salarios,SUELDOS_SALARIOS,58.3
Canarias,2022,Sueldos y salarios,SUELDOS_SALARIOS,61.2
Canarias,2023,Sueldos y salarios,SUELDOS_SALARIOS,61.4
Canarias,2015,Otros ingresos,OTROS_INGRESOS,12.3
Canarias,2016,Otros ingresos,OTROS_INGRESOS,12.5
Canarias,2017,Otros ingresos,OTROS_INGRESOS,12.9
Canarias,2018,Otros ingresos,OTROS_INGRESOS,13.3
Canarias,2019,Otros ingresos,OTROS_INGRESOS,13.3
Canarias,2020,Otros ingresos,OTROS_INGRESOS,11.4
Canarias,2021,Otros ingresos,OTROS_INGRESOS,12.9
Canarias,2022,Otros ingresos,OTROS_INGRESOS,13.7
Canarias,2023,Otros ingresos,OTROS_INGRESOS,14.0
Canarias,2015,Otras prestaciones,OTRAS_PRESTACIONES,3.3
Canarias,2016,Otras prestaciones,OTRAS_PRESTACIONES,3.3
Canarias,2017,Otras prestaciones,OTRAS_PRESTACIONES,3.6
Canarias,2018,Otras prestaciones,OTRAS_PRESTACIONES,3.6
Canarias,2019,Otras prestaciones,OTRAS_PRESTACIONES,3.7
Canarias,2020,Otras prestaciones,OTRAS_PRESTACIONES,4.3
Canarias,2021,Otras prestaciones,OTRAS_PRESTACIONES,4.6
Canarias,2022,Otras prestaciones,OTRAS_PRESTACIONES,4.5
Canarias,2023,Otras prestaciones,OTRAS_PRESTACIONES,4.5
Canarias,2015,Pensiones,PENSIONES,18.5
Canarias,2016,Pensiones,PENSIONES,18.2
Canarias,2017,Pensiones,PENSIONES,17.8
Canarias,2018,Pensiones,PENSIONES,17.5
Canarias,2019,Pensiones,PENSIONES,17.6
Canarias,2020,Pensiones,PENSIONES,19.0
Canarias,2021,Pensiones,PENSIONES,18.4
Canarias,2022,Pensiones,PENSIONES,18.1
Canarias,2023,Pensiones,PENSIONES,17.8
Canarias,2015,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.8
Canarias,2016,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.4
Canarias,2017,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.1
Canarias,2018,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.9
Canarias,2019,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.9
Canarias,2020,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,8.7
Canarias,2021,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,5.8
Canarias,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.6
Canarias,2023,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.3
Las Palmas,2015,Sueldos y salarios,SUELDOS_SALARIOS,62.8
Las Palmas,2016,Sueldos y salarios,SUELDOS_SALARIOS,63.5
Las Palmas,2017,Sueldos y salarios,SUELDOS_SALARIOS,63.4
Las Palmas,2018,Sueldos y salarios,SUELDOS_SALARIOS,63.5
Las Palmas,2019,Sueldos y salarios,SUELDOS_SALARIOS,63.1
Las Palmas,2020,Sueldos y salarios,SUELDOS_SALARIOS,56.9
Las Palmas,2021,Sueldos y salarios,SUELDOS_SALARIOS,58.8
Las Palmas,2022,Sueldos y salarios,SUELDOS_SALARIOS,61.8
Las Palmas,2023,Sueldos y salarios,SUELDOS_SALARIOS,61.8
Las Palmas,2015,Otros ingresos,OTROS_INGRESOS,12.5
Las Palmas,2016,Otros ingresos,OTROS_INGRESOS,12.6
Las Palmas,2017,Otros ingresos,OTROS_INGRESOS,13.0
Las Palmas,2018,Otros ingresos,OTROS_INGRESOS,13.3
Las Palmas,2019,Otros ingresos,OTROS_INGRESOS,13.4
Las Palmas,2020,Otros ingresos,OTROS_INGRESOS,11.4
Las Palmas,2021,Otros ingresos,OTROS_INGRESOS,12.9
Las Palmas,2022,Otros ingresos,OTROS_INGRESOS,13.7
Las Palmas,2023,Otros ingresos,OTROS_INGRESOS,14.0
Las Palmas,2015,Otras prestaciones,OTRAS_PRESTACIONES,3.6
Las Palmas,2016,Otras prestaciones,OTRAS_PRESTACIONES,3.7
Las Palmas,2017,Otras prestaciones,OTRAS_PRESTACIONES,3.9
Las Palmas,2018,Otras prestaciones,OTRAS_PRESTACIONES,3.9
Las Palmas,2019,Otras prestaciones,OTRAS_PRESTACIONES,4.1
Las Palmas,2020,Otras prestaciones,OTRAS_PRESTACIONES,4.7
Las Palmas,2021,Otras prestaciones,OTRAS_PRESTACIONES,5.0
Las Palmas,2022,Otras prestaciones,OTRAS_PRESTACIONES,4.9
Las Palmas,2023,Otras prestaciones,OTRAS_PRESTACIONES,5.0
Las Palmas,2015,Pensiones,PENSIONES,17.3
Las Palmas,2016,Pensiones,PENSIONES,17.0
Las Palmas,2017,Pensiones,PENSIONES,16.7
Las Palmas,2018,Pensiones,PENSIONES,16.5
Las Palmas,2019,Pensiones,PENSIONES,16.6
Las Palmas,2020,Pensiones,PENSIONES,18.1
Las Palmas,2021,Pensiones,PENSIONES,17.4
Las Palmas,2022,Pensiones,PENSIONES,17.1
Las Palmas,2023,Pensiones,PENSIONES,17.0
Las Palmas,2015,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.8
Las Palmas,2016,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.3
Las Palmas,2017,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.0
Las Palmas,2018,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.9
Las Palmas,2019,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.9
Las Palmas,2020,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,8.9
Las Palmas,2021,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,6.0
Las Palmas,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.5
Las Palmas,2023,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.3
Lanzarote,2015,Sueldos y salarios,SUELDOS_SALARIOS,67.2
Lanzarote,2016,Sueldos y salarios,SUELDOS_SALARIOS,68.0
Lanzarote,2017,Sueldos y salarios,SUELDOS_SALARIOS,68.1
Lanzarote,2018,Sueldos y salarios,SUELDOS_SALARIOS,67.6
Lanzarote,2019,Sueldos y salarios,SUELDOS_SALARIOS,67.4
Lanzarote,2020,Sueldos y salarios,SUELDOS_SALARIOS,57.1
Lanzarote,2021,Sueldos y salarios,SUELDOS_SALARIOS,58.5
Lanzarote,2022,Sueldos y salarios,SUELDOS_SALARIOS,65.4
Lanzarote,2023,Sueldos y salarios,SUELDOS_SALARIOS,65.5
Lanzarote,2015,Otros ingresos,OTROS_INGRESOS,13.4
Lanzarote,2016,Otros ingresos,OTROS_INGRESOS,13.3
Lanzarote,2017,Otros ingresos,OTROS_INGRESOS,14.0
Lanzarote,2018,Otros ingresos,OTROS_INGRESOS,14.7
Lanzarote,2019,Otros ingresos,OTROS_INGRESOS,14.6
Lanzarote,2020,Otros ingresos,OTROS_INGRESOS,12.0
Lanzarote,2021,Otros ingresos,OTROS_INGRESOS,14.6
Lanzarote,2022,Otros ingresos,OTROS_INGRESOS,15.6
Lanzarote,2023,Otros ingresos,OTROS_INGRESOS,16.2
Lanzarote,2015,Otras prestaciones,OTRAS_PRESTACIONES,2.3
Lanzarote,2016,Otras prestaciones,OTRAS_PRESTACIONES,2.4
Lanzarote,2017,Otras prestaciones,OTRAS_PRESTACIONES,2.5
Lanzarote,2018,Otras prestaciones,OTRAS_PRESTACIONES,2.7
Lanzarote,2019,Otras prestaciones,OTRAS_PRESTACIONES,2.8
Lanzarote,2020,Otras prestaciones,OTRAS_PRESTACIONES,3.4
Lanzarote,2021,Otras prestaciones,OTRAS_PRESTACIONES,3.6
Lanzarote,2022,Otras prestaciones,OTRAS_PRESTACIONES,3.5
Lanzarote,2023,Otras prestaciones,OTRAS_PRESTACIONES,3.4
Lanzarote,2015,Pensiones,PENSIONES,13.0
Lanzarote,2016,Pensiones,PENSIONES,12.7
Lanzarote,2017,Pensiones,PENSIONES,12.3
Lanzarote,2018,Pensiones,PENSIONES,11.9
Lanzarote,2019,Pensiones,PENSIONES,12.1
Lanzarote,2020,Pensiones,PENSIONES,13.8
Lanzarote,2021,Pensiones,PENSIONES,13.6
Lanzarote,2022,Pensiones,PENSIONES,13.1
Lanzarote,2023,Pensiones,PENSIONES,12.8
Lanzarote,2015,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.1
Lanzarote,2016,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.6
Lanzarote,2017,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.2
Lanzarote,2018,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.1
Lanzarote,2019,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.1
Lanzarote,2020,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,13.7
Lanzarote,2021,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,9.7
Lanzarote,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.4
Lanzarote,2023,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.0
Arrecife,2015,Sueldos y salarios,SUELDOS_SALARIOS,66.9
Arrecife,2016,Sueldos y salarios,SUELDOS_SALARIOS,68.4
Arrecife,2017,Sueldos y salarios,SUELDOS_SALARIOS,68.9
Arrecife,2018,Sueldos y salarios,SUELDOS_SALARIOS,69.1
Arrecife,2019,Sueldos y salarios,SUELDOS_SALARIOS,68.7
Arrecife,2020,Sueldos y salarios,SUELDOS_SALARIOS,56.9
Arrecife,2021,Sueldos y salarios,SUELDOS_SALARIOS,59.3
Arrecife,2022,Sueldos y salarios,SUELDOS_SALARIOS,67.8
Arrecife,2023,Sueldos y salarios,SUELDOS_SALARIOS,68.3
Arrecife,2015,Otros ingresos,OTROS_INGRESOS,10.4
Arrecife,2016,Otros ingresos,OTROS_INGRESOS,10.0
Arrecife,2017,Otros ingresos,OTROS_INGRESOS,10.7
Arrecife,2018,Otros ingresos,OTROS_INGRESOS,10.9
Arrecife,2019,Otros ingresos,OTROS_INGRESOS,11.0
Arrecife,2020,Otros ingresos,OTROS_INGRESOS,9.6
Arrecife,2021,Otros ingresos,OTROS_INGRESOS,11.0
Arrecife,2022,Otros ingresos,OTROS_INGRESOS,10.6
Arrecife,2023,Otros ingresos,OTROS_INGRESOS,11.1
Arrecife,2015,Otras prestaciones,OTRAS_PRESTACIONES,2.7
Arrecife,2016,Otras prestaciones,OTRAS_PRESTACIONES,2.8
Arrecife,2017,Otras prestaciones,OTRAS_PRESTACIONES,2.9
Arrecife,2018,Otras prestaciones,OTRAS_PRESTACIONES,3.0
Arrecife,2019,Otras prestaciones,OTRAS_PRESTACIONES,3.2
Arrecife,2020,Otras prestaciones,OTRAS_PRESTACIONES,3.9
Arrecife,2021,Otras prestaciones,OTRAS_PRESTACIONES,4.4
Arrecife,2022,Otras prestaciones,OTRAS_PRESTACIONES,4.2
Arrecife,2023,Otras prestaciones,OTRAS_PRESTACIONES,4.1
Arrecife,2015,Pensiones,PENSIONES,14.9
Arrecife,2016,Pensiones,PENSIONES,14.4
Arrecife,2017,Pensiones,PENSIONES,13.7
Arrecife,2018,Pensiones,PENSIONES,13.2
Arrecife,2019,Pensiones,PENSIONES,13.2
Arrecife,2020,Pensiones,PENSIONES,15.0
Arrecife,2021,Pensiones,PENSIONES,14.9
Arrecife,2022,Pensiones,PENSIONES,14.4
Arrecife,2023,Pensiones,PENSIONES,13.9
Arrecife,2015,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,5.2
Arrecife,2016,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.5
Arrecife,2017,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.9
Arrecife,2018,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.8
Arrecife,2019,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.9
Arrecife,2020,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,14.5
Arrecife,2021,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,10.4
Arrecife,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.0
Arrecife,2023,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.6
Haría,2015,Sueldos y salarios,SUELDOS_SALARIOS,59.4
Haría,2016,Sueldos y salarios,SUELDOS_SALARIOS,59.5
Haría,2017,Sueldos y salarios,SUELDOS_SALARIOS,58.8
Haría,2018,Sueldos y salarios,SUELDOS_SALARIOS,58.7
Haría,2019,Sueldos y salarios,SUELDOS_SALARIOS,59.0
Haría,2020,Sueldos y salarios,SUELDOS_SALARIOS,55.2
Haría,2021,Sueldos y salarios,SUELDOS_SALARIOS,55.5
Haría,2022,Sueldos y salarios,SUELDOS_SALARIOS,56.8
Haría,2023,Sueldos y salarios,SUELDOS_SALARIOS,57.2
Haría,2015,Otros ingresos,OTROS_INGRESOS,13.2
Haría,2016,Otros ingresos,OTROS_INGRESOS,13.4
Haría,2017,Otros ingresos,OTROS_INGRESOS,14.2
Haría,2018,Otros ingresos,OTROS_INGRESOS,15.3
Haría,2019,Otros ingresos,OTROS_INGRESOS,15.4
Haría,2020,Otros ingresos,OTROS_INGRESOS,12.3
Haría,2021,Otros ingresos,OTROS_INGRESOS,13.9
Haría,2022,Otros ingresos,OTROS_INGRESOS,16.0
Haría,2023,Otros ingresos,OTROS_INGRESOS,16.7
Haría,2015,Otras prestaciones,OTRAS_PRESTACIONES,2.8
Haría,2016,Otras prestaciones,OTRAS_PRESTACIONES,3.0
Haría,2017,Otras prestaciones,OTRAS_PRESTACIONES,3.1
Haría,2018,Otras prestaciones,OTRAS_PRESTACIONES,3.1
Haría,2019,Otras prestaciones,OTRAS_PRESTACIONES,3.0
Haría,2020,Otras prestaciones,OTRAS_PRESTACIONES,3.7
Haría,2021,Otras prestaciones,OTRAS_PRESTACIONES,3.9
Haría,2022,Otras prestaciones,OTRAS_PRESTACIONES,4.2
Haría,2023,Otras prestaciones,OTRAS_PRESTACIONES,4.0
Haría,2015,Pensiones,PENSIONES,21.9
Haría,2016,Pensiones,PENSIONES,21.5
Haría,2017,Pensiones,PENSIONES,21.6
Haría,2018,Pensiones,PENSIONES,20.7
Haría,2019,Pensiones,PENSIONES,20.0
Haría,2020,Pensiones,PENSIONES,21.0
Haría,2021,Pensiones,PENSIONES,20.8
Haría,2022,Pensiones,PENSIONES,20.8
Haría,2023,Pensiones,PENSIONES,20.1
Haría,2015,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.7
Haría,2016,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.6
Haría,2017,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.4
Haría,2018,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.3
Haría,2019,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.6
Haría,2020,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,7.8
Haría,2021,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,5.8
Haría,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.2
Haría,2023,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.0
San Bartolomé,2015,Sueldos y salarios,SUELDOS_SALARIOS,71.3
San Bartolomé,2016,Sueldos y salarios,SUELDOS_SALARIOS,72.1
San Bartolomé,2017,Sueldos y salarios,SUELDOS_SALARIOS,71.5
San Bartolomé,2018,Sueldos y salarios,SUELDOS_SALARIOS,70.9
San Bartolomé,2019,Sueldos y salarios,SUELDOS_SALARIOS,70.0
San Bartolomé,2020,Sueldos y salarios,SUELDOS_SALARIOS,61.9
San Bartolomé,2021,Sueldos y salarios,SUELDOS_SALARIOS,62.6
San Bartolomé,2022,Sueldos y salarios,SUELDOS_SALARIOS,68.2
San Bartolomé,2023,Sueldos y salarios,SUELDOS_SALARIOS,68.2
San Bartolomé,2015,Otros ingresos,OTROS_INGRESOS,11.4
San Bartolomé,2016,Otros ingresos,OTROS_INGRESOS,11.4
San Bartolomé,2017,Otros ingresos,OTROS_INGRESOS,12.1
San Bartolomé,2018,Otros ingresos,OTROS_INGRESOS,12.8
San Bartolomé,2019,Otros ingresos,OTROS_INGRESOS,13.2
San Bartolomé,2020,Otros ingresos,OTROS_INGRESOS,11.0
San Bartolomé,2021,Otros ingresos,OTROS_INGRESOS,13.4
San Bartolomé,2022,Otros ingresos,OTROS_INGRESOS,13.8
San Bartolomé,2023,Otros ingresos,OTROS_INGRESOS,14.4
San Bartolomé,2015,Otras prestaciones,OTRAS_PRESTACIONES,2.2
San Bartolomé,2016,Otras prestaciones,OTRAS_PRESTACIONES,2.2
San Bartolomé,2017,Otras prestaciones,OTRAS_PRESTACIONES,2.4
San Bartolomé,2018,Otras prestaciones,OTRAS_PRESTACIONES,2.7
San Bartolomé,2019,Otras prestaciones,OTRAS_PRESTACIONES,2.7
San Bartolomé,2020,Otras prestaciones,OTRAS_PRESTACIONES,3.1
San Bartolomé,2021,Otras prestaciones,OTRAS_PRESTACIONES,3.3
San Bartolomé,2022,Otras prestaciones,OTRAS_PRESTACIONES,3.3
San Bartolomé,2023,Otras prestaciones,OTRAS_PRESTACIONES,3.0
San Bartolomé,2015,Pensiones,PENSIONES,11.5
San Bartolomé,2016,Pensiones,PENSIONES,11.2
San Bartolomé,2017,Pensiones,PENSIONES,11.2
San Bartolomé,2018,Pensiones,PENSIONES,10.8
San Bartolomé,2019,Pensiones,PENSIONES,11.2
San Bartolomé,2020,Pensiones,PENSIONES,12.5
San Bartolomé,2021,Pensiones,PENSIONES,12.6
San Bartolomé,2022,Pensiones,PENSIONES,12.5
San Bartolomé,2023,Pensiones,PENSIONES,12.5
San Bartolomé,2015,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.6
San Bartolomé,2016,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.2
San Bartolomé,2017,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.9
San Bartolomé,2018,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.8
San Bartolomé,2019,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.9
San Bartolomé,2020,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,11.5
San Bartolomé,2021,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,8.1
San Bartolomé,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.3
San Bartolomé,2023,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,1.9
Teguise,2015,Sueldos y salarios,SUELDOS_SALARIOS,69.8
Teguise,2016,Sueldos y salarios,SUELDOS_SALARIOS,70.0
Teguise,2017,Sueldos y salarios,SUELDOS_SALARIOS,69.5
Teguise,2018,Sueldos y salarios,SUELDOS_SALARIOS,67.8
Teguise,2019,Sueldos y salarios,SUELDOS_SALARIOS,67.8
Teguise,2020,Sueldos y salarios,SUELDOS_SALARIOS,61.7
Teguise,2021,Sueldos y salarios,SUELDOS_SALARIOS,62.3
Teguise,2022,Sueldos y salarios,SUELDOS_SALARIOS,64.9
Teguise,2023,Sueldos y salarios,SUELDOS_SALARIOS,64.8
Teguise,2015,Otros ingresos,OTROS_INGRESOS,14.4
Teguise,2016,Otros ingresos,OTROS_INGRESOS,14.4
Teguise,2017,Otros ingresos,OTROS_INGRESOS,15.2
Teguise,2018,Otros ingresos,OTROS_INGRESOS,17.1
Teguise,2019,Otros ingresos,OTROS_INGRESOS,16.7
Teguise,2020,Otros ingresos,OTROS_INGRESOS,13.6
Teguise,2021,Otros ingresos,OTROS_INGRESOS,16.4
Teguise,2022,Otros ingresos,OTROS_INGRESOS,19.3
Teguise,2023,Otros ingresos,OTROS_INGRESOS,19.6
Teguise,2015,Otras prestaciones,OTRAS_PRESTACIONES,2.1
Teguise,2016,Otras prestaciones,OTRAS_PRESTACIONES,2.2
Teguise,2017,Otras prestaciones,OTRAS_PRESTACIONES,2.3
Teguise,2018,Otras prestaciones,OTRAS_PRESTACIONES,2.5
Teguise,2019,Otras prestaciones,OTRAS_PRESTACIONES,2.5
Teguise,2020,Otras prestaciones,OTRAS_PRESTACIONES,2.8
Teguise,2021,Otras prestaciones,OTRAS_PRESTACIONES,3.0
Teguise,2022,Otras prestaciones,OTRAS_PRESTACIONES,2.9
Teguise,2023,Otras prestaciones,OTRAS_PRESTACIONES,2.7
Teguise,2015,Pensiones,PENSIONES,11.0
Teguise,2016,Pensiones,PENSIONES,11.0
Teguise,2017,Pensiones,PENSIONES,10.8
Teguise,2018,Pensiones,PENSIONES,10.7
Teguise,2019,Pensiones,PENSIONES,10.9
Teguise,2020,Pensiones,PENSIONES,12.4
Teguise,2021,Pensiones,PENSIONES,11.4
Teguise,2022,Pensiones,PENSIONES,11.0
Teguise,2023,Pensiones,PENSIONES,11.3
Teguise,2015,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.7
Teguise,2016,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.4
Teguise,2017,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.2
Teguise,2018,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.0
Teguise,2019,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.1
Teguise,2020,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,9.5
Teguise,2021,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,6.9
Teguise,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,1.8
Teguise,2023,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,1.6
Tías,2015,Sueldos y salarios,SUELDOS_SALARIOS,61.0
Tías,2016,Sueldos y salarios,SUELDOS_SALARIOS,61.1
Tías,2017,Sueldos y salarios,SUELDOS_SALARIOS,61.3
Tías,2018,Sueldos y salarios,SUELDOS_SALARIOS,61.5
Tías,2019,Sueldos y salarios,SUELDOS_SALARIOS,61.4
Tías,2020,Sueldos y salarios,SUELDOS_SALARIOS,51.1
Tías,2021,Sueldos y salarios,SUELDOS_SALARIOS,50.5
Tías,2022,Sueldos y salarios,SUELDOS_SALARIOS,58.7
Tías,2023,Sueldos y salarios,SUELDOS_SALARIOS,58.3
Tías,2015,Otros ingresos,OTROS_INGRESOS,21.3
Tías,2016,Otros ingresos,OTROS_INGRESOS,21.6
Tías,2017,Otros ingresos,OTROS_INGRESOS,22.2
Tías,2018,Otros ingresos,OTROS_INGRESOS,22.4
Tías,2019,Otros ingresos,OTROS_INGRESOS,22.1
Tías,2020,Otros ingresos,OTROS_INGRESOS,16.3
Tías,2021,Otros ingresos,OTROS_INGRESOS,21.6
Tías,2022,Otros ingresos,OTROS_INGRESOS,23.1
Tías,2023,Otros ingresos,OTROS_INGRESOS,24.4
Tías,2015,Otras prestaciones,OTRAS_PRESTACIONES,2.0
Tías,2016,Otras prestaciones,OTRAS_PRESTACIONES,1.8
Tías,2017,Otras prestaciones,OTRAS_PRESTACIONES,2.0
Tías,2018,Otras prestaciones,OTRAS_PRESTACIONES,2.2
Tías,2019,Otras prestaciones,OTRAS_PRESTACIONES,2.3
Tías,2020,Otras prestaciones,OTRAS_PRESTACIONES,3.0
Tías,2021,Otras prestaciones,OTRAS_PRESTACIONES,2.9
Tías,2022,Otras prestaciones,OTRAS_PRESTACIONES,2.8
Tías,2023,Otras prestaciones,OTRAS_PRESTACIONES,2.8
Tías,2015,Pensiones,PENSIONES,12.5
Tías,2016,Pensiones,PENSIONES,12.7
Tías,2017,Pensiones,PENSIONES,11.9
Tías,2018,Pensiones,PENSIONES,11.3
Tías,2019,Pensiones,PENSIONES,11.7
Tías,2020,Pensiones,PENSIONES,14.0
Tías,2021,Pensiones,PENSIONES,13.7
Tías,2022,Pensiones,PENSIONES,13.2
Tías,2023,Pensiones,PENSIONES,12.8
Tías,2015,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.2
Tías,2016,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.8
Tías,2017,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.6
Tías,2018,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.6
Tías,2019,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.5
Tías,2020,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,15.6
Tías,2021,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,11.3
Tías,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.2
Tías,2023,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,1.7
Tinajo,2015,Sueldos y salarios,SUELDOS_SALARIOS,67.9
Tinajo,2016,Sueldos y salarios,SUELDOS_SALARIOS,68.9
Tinajo,2017,Sueldos y salarios,SUELDOS_SALARIOS,68.0
Tinajo,2018,Sueldos y salarios,SUELDOS_SALARIOS,67.9
Tinajo,2019,Sueldos y salarios,SUELDOS_SALARIOS,67.9
Tinajo,2020,Sueldos y salarios,SUELDOS_SALARIOS,58.9
Tinajo,2021,Sueldos y salarios,SUELDOS_SALARIOS,61.1
Tinajo,2022,Sueldos y salarios,SUELDOS_SALARIOS,66.2
Tinajo,2023,Sueldos y salarios,SUELDOS_SALARIOS,65.4
Tinajo,2015,Otros ingresos,OTROS_INGRESOS,13.1
Tinajo,2016,Otros ingresos,OTROS_INGRESOS,13.1
Tinajo,2017,Otros ingresos,OTROS_INGRESOS,14.1
Tinajo,2018,Otros ingresos,OTROS_INGRESOS,14.8
Tinajo,2019,Otros ingresos,OTROS_INGRESOS,14.9
Tinajo,2020,Otros ingresos,OTROS_INGRESOS,12.9
Tinajo,2021,Otros ingresos,OTROS_INGRESOS,14.6
Tinajo,2022,Otros ingresos,OTROS_INGRESOS,16.0
Tinajo,2023,Otros ingresos,OTROS_INGRESOS,17.5
Tinajo,2015,Otras prestaciones,OTRAS_PRESTACIONES,2.5
Tinajo,2016,Otras prestaciones,OTRAS_PRESTACIONES,2.4
Tinajo,2017,Otras prestaciones,OTRAS_PRESTACIONES,2.6
Tinajo,2018,Otras prestaciones,OTRAS_PRESTACIONES,2.8
Tinajo,2019,Otras prestaciones,OTRAS_PRESTACIONES,2.6
Tinajo,2020,Otras prestaciones,OTRAS_PRESTACIONES,3.1
Tinajo,2021,Otras prestaciones,OTRAS_PRESTACIONES,3.2
Tinajo,2022,Otras prestaciones,OTRAS_PRESTACIONES,3.3
Tinajo,2023,Otras prestaciones,OTRAS_PRESTACIONES,3.3
Tinajo,2015,Pensiones,PENSIONES,12.9
Tinajo,2016,Pensiones,PENSIONES,12.3
Tinajo,2017,Pensiones,PENSIONES,12.1
Tinajo,2018,Pensiones,PENSIONES,11.7
Tinajo,2019,Pensiones,PENSIONES,11.9
Tinajo,2020,Pensiones,PENSIONES,13.2
Tinajo,2021,Pensiones,PENSIONES,12.7
Tinajo,2022,Pensiones,PENSIONES,12.1
Tinajo,2023,Pensiones,PENSIONES,12.1
Tinajo,2015,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.6
Tinajo,2016,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.5
Tinajo,2017,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.2
Tinajo,2018,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.8
