TERRITORIO	TIME_PERIOD	MEDIDAS	OBS_VALUE	ESTADO_OBSERVACION	CONFIDENCIALIDAD_OBSERVACION
Moya	2017	Prestaciones por desempleo	3.1		
Moya	2016	Prestaciones por desempleo	3.5		
Moya	2015	Prestaciones por desempleo	4.1		
Moya	2023	Otras prestaciones	7.3		
Moya	2022	Otras prestaciones	6.7		
Moya	2021	Otras prestaciones	6.9		
Moya	2020	Otras prestaciones	6.6		
Moya	2019	Otras prestaciones	6		
Moya	2018	Otras prestaciones	5.6		
Moya	2017	Otras prestaciones	6		
Moya	2016	Otras prestaciones	5.5		
Moya	2015	Otras prestaciones	5.9		
Moya	2023	Otros ingresos	14.7		
Moya	2022	Otros ingresos	13.6		
Moya	2021	Otros ingresos	12.4		
Moya	2020	Otros ingresos	11.2		
Moya	2019	Otros ingresos	12.6		
Moya	2018	Otros ingresos	13.5		
Moya	2017	Otros ingresos	13.3		
Moya	2016	Otros ingresos	11.8		
Moya	2015	Otros ingresos	12.3		
Las Palmas de Gran Canaria	2023	Sueldos y salarios	58.6		
Las Palmas de Gran Canaria	2022	Sueldos y salarios	58.6		
Las Palmas de Gran Canaria	2021	Sueldos y salarios	58.2		
Las Palmas de Gran Canaria	2020	Sueldos y salarios	56.7		
Las Palmas de Gran Canaria	2019	Sueldos y salarios	59.6		
Las Palmas de Gran Canaria	2018	Sueldos y salarios	60.1		
Las Palmas de Gran Canaria	2017	Sueldos y salarios	59.7		
Las Palmas de Gran Canaria	2016	Sueldos y salarios	60		
Las Palmas de Gran Canaria	2015	Sueldos y salarios	59.6		
Las Palmas de Gran Canaria	2023	Pensiones	19.6		
Las Palmas de Gran Canaria	2022	Pensiones	19.8		
Las Palmas de Gran Canaria	2021	Pensiones	19.8		
Las Palmas de Gran Canaria	2020	Pensiones	20.9		
Las Palmas de Gran Canaria	2019	Pensiones	19.6		
Las Palmas de Gran Canaria	2018	Pensiones	19.5		
Las Palmas de Gran Canaria	2017	Pensiones	19.8		
Las Palmas de Gran Canaria	2016	Pensiones	20.2		
Las Palmas de Gran Canaria	2015	Pensiones	20.3		
Las Palmas de Gran Canaria	2023	Prestaciones por desempleo	1.9		
Las Palmas de Gran Canaria	2022	Prestaciones por desempleo	2.1		
Las Palmas de Gran Canaria	2021	Prestaciones por desempleo	3.3		
Las Palmas de Gran Canaria	2020	Prestaciones por desempleo	5.1		
Las Palmas de Gran Canaria	2019	Prestaciones por desempleo	2.2		
Las Palmas de Gran Canaria	2018	Prestaciones por desempleo	2.2		
Las Palmas de Gran Canaria	2017	Prestaciones por desempleo	2.3		
Las Palmas de Gran Canaria	2016	Prestaciones por desempleo	2.6		
Las Palmas de Gran Canaria	2015	Prestaciones por desempleo	3		
Las Palmas de Gran Canaria	2023	Otras prestaciones	5.1		
Las Palmas de Gran Canaria	2022	Otras prestaciones	5		
Las Palmas de Gran Canaria	2021	Otras prestaciones	4.9		
Las Palmas de Gran Canaria	2020	Otras prestaciones	4.7		
Las Palmas de Gran Canaria	2019	Otras prestaciones	4.2		
Las Palmas de Gran Canaria	2018	Otras prestaciones	4.1		
Las Palmas de Gran Canaria	2017	Otras prestaciones	4.1		
Las Palmas de Gran Canaria	2016	Otras prestaciones	3.9		
Las Palmas de Gran Canaria	2015	Otras prestaciones	3.7		
Las Palmas de Gran Canaria	2023	Otros ingresos	14.8		
Las Palmas de Gran Canaria	2022	Otros ingresos	14.5		
Las Palmas de Gran Canaria	2021	Otros ingresos	13.7		
Las Palmas de Gran Canaria	2020	Otros ingresos	12.6		
Las Palmas de Gran Canaria	2019	Otros ingresos	14.5		
Las Palmas de Gran Canaria	2018	Otros ingresos	14.2		
Las Palmas de Gran Canaria	2017	Otros ingresos	14.1		
Las Palmas de Gran Canaria	2016	Otros ingresos	13.4		
Las Palmas de Gran Canaria	2015	Otros ingresos	13.4		
San Bartolomé de Tirajana	2023	Sueldos y salarios	56.2		
San Bartolomé de Tirajana	2022	Sueldos y salarios	56.9		
San Bartolomé de Tirajana	2021	Sueldos y salarios	49.7		
San Bartolomé de Tirajana	2020	Sueldos y salarios	47.7		
San Bartolomé de Tirajana	2019	Sueldos y salarios	59.4		
San Bartolomé de Tirajana	2018	Sueldos y salarios	59.6		
San Bartolomé de Tirajana	2017	Sueldos y salarios	60.3		
San Bartolomé de Tirajana	2016	Sueldos y salarios	60.6		
San Bartolomé de Tirajana	2015	Sueldos y salarios	60.5		
San Bartolomé de Tirajana	2023	Pensiones	17.1		
San Bartolomé de Tirajana	2022	Pensiones	17.5		
San Bartolomé de Tirajana	2021	Pensiones	18.1		
San Bartolomé de Tirajana	2020	Pensiones	18.9		
San Bartolomé de Tirajana	2019	Pensiones	15.8		
San Bartolomé de Tirajana	2018	Pensiones	15.1		
San Bartolomé de Tirajana	2017	Pensiones	14.8		
San Bartolomé de Tirajana	2016	Pensiones	14.8		
San Bartolomé de Tirajana	2015	Pensiones	15		
San Bartolomé de Tirajana	2023	Prestaciones por desempleo	2.3		
San Bartolomé de Tirajana	2022	Prestaciones por desempleo	2.7		
San Bartolomé de Tirajana	2021	Prestaciones por desempleo	10.2		
San Bartolomé de Tirajana	2020	Prestaciones por desempleo	15		
San Bartolomé de Tirajana	2019	Prestaciones por desempleo	3.4		
San Bartolomé de Tirajana	2018	Prestaciones por desempleo	3.1		
San Bartolomé de Tirajana	2017	Prestaciones por desempleo	3.1		
San Bartolomé de Tirajana	2016	Prestaciones por desempleo	3.5		
San Bartolomé de Tirajana	2015	Prestaciones por desempleo	3.9		
San Bartolomé de Tirajana	2023	Otras prestaciones	4.3		
San Bartolomé de Tirajana	2022	Otras prestaciones	4.4		
San Bartolomé de Tirajana	2021	Otras prestaciones	4.4		
San Bartolomé de Tirajana	2020	Otras prestaciones	4.5		
San Bartolomé de Tirajana	2019	Otras prestaciones	3.6		
San Bartolomé de Tirajana	2018	Otras prestaciones	3.4		
San Bartolomé de Tirajana	2017	Otras prestaciones	3.2		
San Bartolomé de Tirajana	2016	Otras prestaciones	3.1		
San Bartolomé de Tirajana	2015	Otras prestaciones	3		
San Bartolomé de Tirajana	2023	Otros ingresos	20.1		
San Bartolomé de Tirajana	2022	Otros ingresos	18.5		
San Bartolomé de Tirajana	2021	Otros ingresos	17.5		
San Bartolomé de Tirajana	2020	Otros ingresos	14		
San Bartolomé de Tirajana	2019	Otros ingresos	17.9		
San Bartolomé de Tirajana	2018	Otros ingresos	18.8		
San Bartolomé de Tirajana	2017	Otros ingresos	18.6		
San Bartolomé de Tirajana	2016	Otros ingresos	18.1		
San Bartolomé de Tirajana	2015	Otros ingresos	17.6		
La Aldea de San Nicolás	2023	Sueldos y salarios	52.4		
La Aldea de San Nicolás	2022	Sueldos y salarios	53		
La Aldea de San Nicolás	2021	Sueldos y salarios	51		
La Aldea de San Nicolás	2020	Sueldos y salarios	49.8		
La Aldea de San Nicolás	2019	Sueldos y salarios	53.1		
La Aldea de San Nicolás	2018	Sueldos y salarios	53.9		
La Aldea de San Nicolás	2017	Sueldos y salarios	53.3		
La Aldea de San Nicolás	2016	Sueldos y salarios	52.7		
La Aldea de San Nicolás	2015	Sueldos y salarios	51.1		
La Aldea de San Nicolás	2023	Pensiones	23.9		
La Aldea de San Nicolás	2022	Pensiones	24.3		
La Aldea de San Nicolás	2021	Pensiones	24.8		
La Aldea de San Nicolás	2020	Pensiones	25.2		
La Aldea de San Nicolás	2019	Pensiones	24.3		
La Aldea de San Nicolás	2018	Pensiones	24.2		
La Aldea de San Nicolás	2017	Pensiones	24.9		
La Aldea de San Nicolás	2016	Pensiones	25.9		
La Aldea de San Nicolás	2015	Pensiones	26.2		
La Aldea de San Nicolás	2023	Prestaciones por desempleo	4.5		
La Aldea de San Nicolás	2022	Prestaciones por desempleo	4.6		
La Aldea de San Nicolás	2021	Prestaciones por desempleo	7.2		
La Aldea de San Nicolás	2020	Prestaciones por desempleo	9.2		
La Aldea de San Nicolás	2019	Prestaciones por desempleo	5.5		
La Aldea de San Nicolás	2018	Prestaciones por desempleo	5.4		
La Aldea de San Nicolás	2017	Prestaciones por desempleo	6		
La Aldea de San Nicolás	2016	Prestaciones por desempleo	6.5		
La Aldea de San Nicolás	2015	Prestaciones por desempleo	7.1		
La Aldea de San Nicolás	2023	Otras prestaciones	7.8		
La Aldea de San Nicolás	2022	Otras prestaciones	7.4		
La Aldea de San Nicolás	2021	Otras prestaciones	7.9		
La Aldea de San Nicolás	2020	Otras prestaciones	7.7		
La Aldea de San Nicolás	2019	Otras prestaciones	6.9		
La Aldea de San Nicolás	2018	Otras prestaciones	6.6		
La Aldea de San Nicolás	2017	Otras prestaciones	6.5		
La Aldea de San Nicolás	2016	Otras prestaciones	6.1		
La Aldea de San Nicolás	2015	Otras prestaciones	6.6		
La Aldea de San Nicolás	2023	Otros ingresos	11.5		
La Aldea de San Nicolás	2022	Otros ingresos	10.8		
La Aldea de San Nicolás	2021	Otros ingresos	9.1		
La Aldea de San Nicolás	2020	Otros ingresos	8.1		
La Aldea de San Nicolás	2019	Otros ingresos	10.2		
La Aldea de San Nicolás	2018	Otros ingresos	9.9		
La Aldea de San Nicolás	2017	Otros ingresos	9.5		
La Aldea de San Nicolás	2016	Otros ingresos	8.9		
La Aldea de San Nicolás	2015	Otros ingresos	9.1		
Santa Brígida	2023	Sueldos y salarios	54.6		
Santa Brígida	2022	Sueldos y salarios	54.7		
Santa Brígida	2021	Sueldos y salarios	56.3		
Santa Brígida	2020	Sueldos y salarios	54.3		
Santa Brígida	2019	Sueldos y salarios	54.8		
Santa Brígida	2018	Sueldos y salarios	55.5		
Santa Brígida	2017	Sueldos y salarios	55.8		
Santa Brígida	2016	Sueldos y salarios	56.4		
Santa Brígida	2015	Sueldos y salarios	58.9		
Santa Brígida	2023	Pensiones	16.3		
Santa Brígida	2022	Pensiones	16.2		
Santa Brígida	2021	Pensiones	16.6		
Santa Brígida	2020	Pensiones	17.5		
Santa Brígida	2019	Pensiones	15.8		
Santa Brígida	2018	Pensiones	16.8		
Santa Brígida	2017	Pensiones	15.7		
Santa Brígida	2016	Pensiones	15.2		
Santa Brígida	2015	Pensiones	15.6		
Santa Brígida	2023	Prestaciones por desempleo	1.3		
Santa Brígida	2022	Prestaciones por desempleo	1.4		
Santa Brígida	2021	Prestaciones por desempleo	2.3		
Santa Brígida	2020	Prestaciones por desempleo	3.5		
Santa Brígida	2019	Prestaciones por desempleo	1.4		
Santa Brígida	2018	Prestaciones por desempleo	1.3		
Santa Brígida	2017	Prestaciones por desempleo	1.5		
Santa Brígida	2016	Prestaciones por desempleo	1.7		
Santa Brígida	2015	Prestaciones por desempleo	1.9		
Santa Brígida	2023	Otras prestaciones	3.8		
Santa Brígida	2022	Otras prestaciones	3.6		
Santa Brígida	2021	Otras prestaciones	3.6		
Santa Brígida	2020	Otras prestaciones	3.4		
Santa Brígida	2019	Otras prestaciones	2.9		
Santa Brígida	2018	Otras prestaciones	2.8		
Santa Brígida	2017	Otras prestaciones	2.9		
Santa Brígida	2016	Otras prestaciones	2.7		
Santa Brígida	2015	Otras prestaciones	2.8		
Santa Brígida	2023	Otros ingresos	24		
Santa Brígida	2022	Otros ingresos	24.2		
Santa Brígida	2021	Otros ingresos	21.2		
Santa Brígida	2020	Otros ingresos	21.3		
Santa Brígida	2019	Otros ingresos	25.2		
Santa Brígida	2018	Otros ingresos	23.6		
Santa Brígida	2017	Otros ingresos	24.1		
Santa Brígida	2016	Otros ingresos	23.9		
Santa Brígida	2015	Otros ingresos	20.9		
Santa Lucía de Tirajana	2023	Sueldos y salarios	67.2		
Santa Lucía de Tirajana	2022	Sueldos y salarios	66.7		
Santa Lucía de Tirajana	2021	Sueldos y salarios	59.4		
Santa Lucía de Tirajana	2020	Sueldos y salarios	55.8		
Santa Lucía de Tirajana	2019	Sueldos y salarios	67.8		
Santa Lucía de Tirajana	2018	Sueldos y salarios	68.6		
Santa Lucía de Tirajana	2017	Sueldos y salarios	68.6		
Santa Lucía de Tirajana	2016	Sueldos y salarios	68.3		
Santa Lucía de Tirajana	2015	Sueldos y salarios	67		
Santa Lucía de Tirajana	2023	Pensiones	13.5		
Santa Lucía de Tirajana	2022	Pensiones	13.5		
Santa Lucía de Tirajana	2021	Pensiones	14		
Santa Lucía de Tirajana	2020	Pensiones	14.1		
Santa Lucía de Tirajana	2019	Pensiones	12.7		
Santa Lucía de Tirajana	2018	Pensiones	12.4		
Santa Lucía de Tirajana	2017	Pensiones	12.6		
Santa Lucía de Tirajana	2016	Pensiones	12.9		
Santa Lucía de Tirajana	2015	Pensiones	13.5		
Santa Lucía de Tirajana	2023	Prestaciones por desempleo	3.2		
Santa Lucía de Tirajana	2022	Prestaciones por desempleo	3.6		
Santa Lucía de Tirajana	2021	Prestaciones por desempleo	10.4		
Santa Lucía de Tirajana	2020	Prestaciones por desempleo	15.8		
Santa Lucía de Tirajana	2019	Prestaciones por desempleo	4.7		
Santa Lucía de Tirajana	2018	Prestaciones por desempleo	4.5		
Santa Lucía de Tirajana	2017	Prestaciones por desempleo	4.6		
Santa Lucía de Tirajana	2016	Prestaciones por desempleo	5		
Santa Lucía de Tirajana	2015	Prestaciones por desempleo	5.9		
Santa Lucía de Tirajana	2023	Otras prestaciones	6.2		
Santa Lucía de Tirajana	2022	Otras prestaciones	5.9		
Santa Lucía de Tirajana	2021	Otras prestaciones	6.2		
Santa Lucía de Tirajana	2020	Otras prestaciones	5.7		
Santa Lucía de Tirajana	2019	Otras prestaciones	4.8		
Santa Lucía de Tirajana	2018	Otras prestaciones	4.6		
Santa Lucía de Tirajana	2017	Otras prestaciones	4.5		
Santa Lucía de Tirajana	2016	Otras prestaciones	4.1		
Santa Lucía de Tirajana	2015	Otras prestaciones	4		
Santa Lucía de Tirajana	2023	Otros ingresos	9.9		
Santa Lucía de Tirajana	2022	Otros ingresos	10.3		
Santa Lucía de Tirajana	2021	Otros ingresos	10		
Santa Lucía de Tirajana	2020	Otros ingresos	8.6		
Santa Lucía de Tirajana	2019	Otros ingresos	10		
Santa Lucía de Tirajana	2018	Otros ingresos	9.9		
Santa Lucía de Tirajana	2017	Otros ingresos	9.8		
Santa Lucía de Tirajana	2016	Otros ingresos	9.7		
Santa Lucía de Tirajana	2015	Otros ingresos	9.5		
Santa María de Guía de Gran Canaria	2023	Sueldos y salarios	58.8		
Santa María de Guía de Gran Canaria	2022	Sueldos y salarios	59.2		
Santa María de Guía de Gran Canaria	2021	Sueldos y salarios	59.1		
Santa María de Guía de Gran Canaria	2020	Sueldos y salarios	58.2		
Santa María de Guía de Gran Canaria	2019	Sueldos y salarios	60.6		
Santa María de Guía de Gran Canaria	2018	Sueldos y salarios	60.8		
Santa María de Guía de Gran Canaria	2017	Sueldos y salarios	60.1		
Santa María de Guía de Gran Canaria	2016	Sueldos y salarios	60.3		
Santa María de Guía de Gran Canaria	2015	Sueldos y salarios	58.9		
Santa María de Guía de Gran Canaria	2023	Pensiones	21.4		
Santa María de Guía de Gran Canaria	2022	Pensiones	21.2		
Santa María de Guía de Gran Canaria	2021	Pensiones	20.9		
Santa María de Guía de Gran Canaria	2020	Pensiones	21.4		
Santa María de Guía de Gran Canaria	2019	Pensiones	21.3		
Santa María de Guía de Gran Canaria	2018	Pensiones	20.8		
Santa María de Guía de Gran Canaria	2017	Pensiones	21.4		
Santa María de Guía de Gran Canaria	2016	Pensiones	21.6		
Santa María de Guía de Gran Canaria	2015	Pensiones	21.9		
Santa María de Guía de Gran Canaria	2023	Prestaciones por desempleo	2.5		
Santa María de Guía de Gran Canaria	2022	Prestaciones por desempleo	2.5		
Santa María de Guía de Gran Canaria	2021	Prestaciones por desempleo	3.4		
Santa María de Guía de Gran Canaria	2020	Prestaciones por desempleo	5.3		
Santa María de Guía de Gran Canaria	2019	Prestaciones por desempleo	2.7		
Santa María de Guía de Gran Canaria	2018	Prestaciones por desempleo	2.7		
Santa María de Guía de Gran Canaria	2017	Prestaciones por desempleo	3		
Santa María de Guía de Gran Canaria	2016	Prestaciones por desempleo	3.6		
Santa María de Guía de Gran Canaria	2015	Prestaciones por desempleo	4		
Santa María de Guía de Gran Canaria	2023	Otras prestaciones	7.3		
Santa María de Guía de Gran Canaria	2022	Otras prestaciones	7.1		
Santa María de Guía de Gran Canaria	2021	Otras prestaciones	6.8		
Santa María de Guía de Gran Canaria	2020	Otras prestaciones	6.7		
Santa María de Guía de Gran Canaria	2019	Otras prestaciones	5.8		
Santa María de Guía de Gran Canaria	2018	Otras prestaciones	5.6		
Santa María de Guía de Gran Canaria	2017	Otras prestaciones	6.1		
Santa María de Guía de Gran Canaria	2016	Otras prestaciones	5.5		
Santa María de Guía de Gran Canaria	2015	Otras prestaciones	5.9		
Santa María de Guía de Gran Canaria	2023	Otros ingresos	10		
Santa María de Guía de Gran Canaria	2022	Otros ingresos	10.1		
Santa María de Guía de Gran Canaria	2021	Otros ingresos	9.8		
Santa María de Guía de Gran Canaria	2020	Otros ingresos	8.5		
Santa María de Guía de Gran Canaria	2019	Otros ingresos	9.6		
Santa María de Guía de Gran Canaria	2018	Otros ingresos	10		
Santa María de Guía de Gran Canaria	2017	Otros ingresos	9.4		
Santa María de Guía de Gran Canaria	2016	Otros ingresos	8.9		
Santa María de Guía de Gran Canaria	2015	Otros ingresos	9.3		
Tejeda	2023	Sueldos y salarios	49.9		
Tejeda	2022	Sueldos y salarios	49.9		
Tejeda	2021	Sueldos y salarios	48.1		
Tejeda	2020	Sueldos y salarios	47.7		
Tejeda	2019	Sueldos y salarios	50.8		
Tejeda	2018	Sueldos y salarios	52.1		
Tejeda	2017	Sueldos y salarios	51.8		
Tejeda	2016	Sueldos y salarios	50.8		
Tejeda	2015	Sueldos y salarios	49.2		
Tejeda	2023	Pensiones	28.3		
Tejeda	2022	Pensiones	29.4		
Tejeda	2021	Pensiones	29.2		
Tejeda	2020	Pensiones	28.9		
Tejeda	2019	Pensiones	26.7		
Tejeda	2018	Pensiones	27.6		
Tejeda	2017	Pensiones	27.8		
Tejeda	2016	Pensiones	28.5		
Tejeda	2015	Pensiones	30.2		
Tejeda	2023	Prestaciones por desempleo	2.3		
Tejeda	2022	Prestaciones por desempleo	2.2		
Tejeda	2021	Prestaciones por desempleo	3.4		
Tejeda	2020	Prestaciones por desempleo	5.3		
Tejeda	2019	Prestaciones por desempleo	2.1		
Tejeda	2018	Prestaciones por desempleo	2.3		
Tejeda	2017	Prestaciones por desempleo	2.8		
Tejeda	2016	Prestaciones por desempleo	2.7		
Tejeda	2015	Prestaciones por desempleo	3		
Tejeda	2023	Otras prestaciones	4.8		
Tejeda	2022	Otras prestaciones	4.5		
Tejeda	2021	Otras prestaciones	4.5		
Tejeda	2020	Otras prestaciones	4.7		
Tejeda	2019	Otras prestaciones	4.2		
Tejeda	2018	Otras prestaciones	4.6		
Tejeda	2017	Otras prestaciones	4		
Tejeda	2016	Otras prestaciones	3.8		
Tejeda	2015	Otras prestaciones	3.9		
Tejeda	2023	Otros ingresos	14.8		
Tejeda	2022	Otros ingresos	14.1		
Tejeda	2021	Otros ingresos	14.9		
Tejeda	2020	Otros ingresos	13.4		
Tejeda	2019	Otros ingresos	16.2		
Tejeda	2018	Otros ingresos	13.4		
Tejeda	2017	Otros ingresos	13.5		
Tejeda	2016	Otros ingresos	14.2		
Tejeda	2015	Otros ingresos	13.7		
Telde	2023	Sueldos y salarios	63.9		
Telde	2022	Sueldos y salarios	64.2		
Telde	2021	Sueldos y salarios	62.5		
Telde	2020	Sueldos y salarios	61		
Telde	2019	Sueldos y salarios	65.7		
Telde	2018	Sueldos y salarios	66		
Telde	2017	Sueldos y salarios	65.8		
Telde	2016	Sueldos y salarios	65.8		
Telde	2015	Sueldos y salarios	65.1		
Telde	2023	Pensiones	17.3		
Telde	2022	Pensiones	17.3		
Telde	2021	Pensiones	17.3		
Telde	2020	Pensiones	17.5		
Telde	2019	Pensiones	16.7		
Telde	2018	Pensiones	16.4		
Telde	2017	Pensiones	16.7		
Telde	2016	Pensiones	16.9		
Telde	2015	Pensiones	17.1		
Telde	2023	Prestaciones por desempleo	2.8		
Telde	2022	Prestaciones por desempleo	2.9		
Telde	2021	Prestaciones por desempleo	5.1		
Telde	2020	Prestaciones por desempleo	7.7		
Telde	2019	Prestaciones por desempleo	3.2		
Telde	2018	Prestaciones por desempleo	3.1		
Telde	2017	Prestaciones por desempleo	3.3		
Telde	2016	Prestaciones por desempleo	3.7		
Telde	2015	Prestaciones por desempleo	4.4		
Telde	2023	Otras prestaciones	6		
Telde	2022	Otras prestaciones	5.7		
Telde	2021	Otras prestaciones	5.8		
Telde	2020	Otras prestaciones	5.5		
Telde	2019	Otras prestaciones	4.9		
Telde	2018	Otras prestaciones	4.7		
Telde	2017	Otras prestaciones	4.9		
Telde	2016	Otras prestaciones	4.5		
Telde	2015	Otras prestaciones	4.4		
Telde	2023	Otros ingresos	10.1		
Telde	2022	Otros ingresos	9.9		
Telde	2021	Otros ingresos	9.3		
Telde	2020	Otros ingresos	8.3		
Telde	2019	Otros ingresos	9.6		
Telde	2018	Otros ingresos	9.8		
Telde	2017	Otros ingresos	9.3		
Telde	2016	Otros ingresos	9		
Telde	2015	Otros ingresos	9		
Teror	2023	Sueldos y salarios	62		
Teror	2022	Sueldos y salarios	62		
Teror	2021	Sueldos y salarios	61.1		
Teror	2020	Sueldos y salarios	60.4		
Teror	2019	Sueldos y salarios	62.2		
Teror	2018	Sueldos y salarios	62.3		
Teror	2017	Sueldos y salarios	62		
Teror	2016	Sueldos y salarios	62.3		
Teror	2015	Sueldos y salarios	61.7		
Teror	2023	Pensiones	18.5		
Teror	2022	Pensiones	18.6		
Teror	2021	Pensiones	18.3		
Teror	2020	Pensiones	18.8		
Teror	2019	Pensiones	18.4		
Teror	2018	Pensiones	18		
Teror	2017	Pensiones	18.7		
Teror	2016	Pensiones	19.1		
Teror	2015	Pensiones	19.2		
Teror	2023	Prestaciones por desempleo	2.4		
Teror	2022	Prestaciones por desempleo	2.5		
Teror	2021	Prestaciones por desempleo	3.9		
Teror	2020	Prestaciones por desempleo	5.9		
Teror	2019	Prestaciones por desempleo	2.6		
Teror	2018	Prestaciones por desempleo	2.5		
Teror	2017	Prestaciones por desempleo	2.5		
Teror	2016	Prestaciones por desempleo	2.8		
Teror	2015	Prestaciones por desempleo	3.1		
Teror	2023	Otras prestaciones	4.8		
Teror	2022	Otras prestaciones	4.8		
Teror	2021	Otras prestaciones	4.8		
Teror	2020	Otras prestaciones	4.4		
Teror	2019	Otras prestaciones	4		
Teror	2018	Otras prestaciones	3.8		
Teror	2017	Otras prestaciones	3.8		
Teror	2016	Otras prestaciones	3.4		
Teror	2015	Otras prestaciones	3.5		
Teror	2023	Otros ingresos	12.3		
Teror	2022	Otros ingresos	12.2		
Teror	2021	Otros ingresos	12		
Teror	2020	Otros ingresos	10.5		
Teror	2019	Otros ingresos	12.8		
Teror	2018	Otros ingresos	13.4		
Teror	2017	Otros ingresos	13		
Teror	2016	Otros ingresos	12.5		
Teror	2015	Otros ingresos	12.5		
Valsequillo de Gran Canaria	2023	Sueldos y salarios	64.3		
Valsequillo de Gran Canaria	2022	Sueldos y salarios	64.8		
Valsequillo de Gran Canaria	2021	Sueldos y salarios	63.2		
Valsequillo de Gran Canaria	2020	Sueldos y salarios	61.4		
Valsequillo de Gran Canaria	2019	Sueldos y salarios	66.2		
Valsequillo de Gran Canaria	2018	Sueldos y salarios	66		
Valsequillo de Gran Canaria	2017	Sueldos y salarios	65.9		
Valsequillo de Gran Canaria	2016	Sueldos y salarios	66.1		
Valsequillo de Gran Canaria	2015	Sueldos y salarios	65.2		
Valsequillo de Gran Canaria	2023	Pensiones	15.8		
Valsequillo de Gran Canaria	2022	Pensiones	15.6		
Valsequillo de Gran Canaria	2021	Pensiones	15.3		
Valsequillo de Gran Canaria	2020	Pensiones	16.2		
Valsequillo de Gran Canaria	2019	Pensiones	14.8		
Valsequillo de Gran Canaria	2018	Pensiones	15.2		
Valsequillo de Gran Canaria	2017	Pensiones	15.5		
Valsequillo de Gran Canaria	2016	Pensiones	15.4		
Valsequillo de Gran Canaria	2015	Pensiones	15.1		
Valsequillo de Gran Canaria	2023	Prestaciones por desempleo	2.7		
Valsequillo de Gran Canaria	2022	Prestaciones por desempleo	2.7		
Valsequillo de Gran Canaria	2021	Prestaciones por desempleo	4.7		
Valsequillo de Gran Canaria	2020	Prestaciones por desempleo	7.2		
Valsequillo de Gran Canaria	2019	Prestaciones por desempleo	2.9		
Valsequillo de Gran Canaria	2018	Prestaciones por desempleo	2.8		
Valsequillo de Gran Canaria	2017	Prestaciones por desempleo	3.1		
Valsequillo de Gran Canaria	2016	Prestaciones por desempleo	3.6		
Valsequillo de Gran Canaria	2015	Prestaciones por desempleo	3.9		
Valsequillo de Gran Canaria	2023	Otras prestaciones	5.2		
Valsequillo de Gran Canaria	2022	Otras prestaciones	4.9		
Valsequillo de Gran Canaria	2021	Otras prestaciones	5.1		
Valsequillo de Gran Canaria	2020	Otras prestaciones	5		
Valsequillo de Gran Canaria	2019	Otras prestaciones	4.4		
Valsequillo de Gran Canaria	2018	Otras prestaciones	4.1		
Valsequillo de Gran Canaria	2017	Otras prestaciones	4.2		
Valsequillo de Gran Canaria	2016	Otras prestaciones	3.8		
Valsequillo de Gran Canaria	2015	Otras prestaciones	4		
Valsequillo de Gran Canaria	2023	Otros ingresos	12		
Valsequillo de Gran Canaria	2022	Otros ingresos	12		
Valsequillo de Gran Canaria	2021	Otros ingresos	11.8		
Valsequillo de Gran Canaria	2020	Otros ingresos	10.2		
Valsequillo de Gran Canaria	2019	Otros ingresos	11.7		
Valsequillo de Gran Canaria	2018	Otros ingresos	11.8		
Valsequillo de Gran Canaria	2017	Otros ingresos	11.4		
Valsequillo de Gran Canaria	2016	Otros ingresos	11.1		
Valsequillo de Gran Canaria	2015	Otros ingresos	11.8		
Valleseco	2023	Sueldos y salarios	56.1		
Valleseco	2022	Sueldos y salarios	56.9		
Valleseco	2021	Sueldos y salarios	56.4		
Valleseco	2020	Sueldos y salarios	55.3		
Valleseco	2019	Sueldos y salarios	58.8		
Valleseco	2018	Sueldos y salarios	57.8		
Valleseco	2017	Sueldos y salarios	56.4		
Valleseco	2016	Sueldos y salarios	56.3		
Valleseco	2015	Sueldos y salarios	55		
Valleseco	2023	Pensiones	23.8		
Valleseco	2022	Pensiones	23.8		
Valleseco	2021	Pensiones	23.2		
Valleseco	2020	Pensiones	23.8		
Valleseco	2019	Pensiones	22.4		
Valleseco	2018	Pensiones	22.8		
Valleseco	2017	Pensiones	24.1		
Valleseco	2016	Pensiones	24		
Valleseco	2015	Pensiones	23.9		
Valleseco	2023	Prestaciones por desempleo	2.3		
Valleseco	2022	Prestaciones por desempleo	2.4		
Valleseco	2021	Prestaciones por desempleo	4		
Valleseco	2020	Prestaciones por desempleo	5.5		
Valleseco	2019	Prestaciones por desempleo	2.6		
Valleseco	2018	Prestaciones por desempleo	2.6		
Valleseco	2017	Prestaciones por desempleo	2.8		
Valleseco	2016	Prestaciones por desempleo	2.9		
Valleseco	2015	Prestaciones por desempleo	3.2		
Valleseco	2023	Otras prestaciones	6.2		
Valleseco	2022	Otras prestaciones	5.9		
Valleseco	2021	Otras prestaciones	5.7		
Valleseco	2020	Otras prestaciones	5.8		
Valleseco	2019	Otras prestaciones	5.2		
Valleseco	2018	Otras prestaciones	5.3		
Valleseco	2017	Otras prestaciones	5.5		
Valleseco	2016	Otras prestaciones	5.2		
Valleseco	2015	Otras prestaciones	5.7		
Valleseco	2023	Otros ingresos	11.5		
Valleseco	2022	Otros ingresos	11		
Valleseco	2021	Otros ingresos	10.8		
Valleseco	2020	Otros ingresos	9.6		
Valleseco	2019	Otros ingresos	11.1		
Valleseco	2018	Otros ingresos	11.5		
